label,z_m,z_mm,x_m,x_mm,w_cfd,t_cfd,w_pinn,t_pinn,w_err,t_err
line-z-10,0.01,10.0,0.0415577,41.557700000000004,9.25525,1074.99,10.787789719334372,1031.5237028794138,1.5325397193343715,43.466297120586205
line-z-10,0.01,10.0,0.0415639,41.563900000000004,9.25686,1074.64,10.746669097013648,1030.550034069097,1.489809097013648,44.08996593090319
line-z-10,0.01,10.0,0.0419083,41.908300000000004,8.79425,1030.36,8.462484850681026,976.4643020895446,0.33176514931897394,53.89569791045528
line-z-10,0.01,10.0,0.0419203,41.9203,8.77757,1028.77,8.382896549415094,974.5797818115117,0.3946734505849072,54.1902181884883
line-z-10,0.01,10.0,0.0422174,42.217400000000005,6.60149,940.495,4.955885924055306,903.3564445455972,1.6456040759446937,37.13855545440276
line-z-10,0.01,10.0,0.0422303,42.2303,6.5039,936.522,4.771240290923075,899.6593768339148,1.7326597090769251,36.8626231660852
line-z-10,0.01,10.0,0.0424887,42.488699999999994,0.269954,805.844,1.072602182288785,825.6033848417405,0.802648182288785,19.759384841740484
line-z-10,0.01,10.0,0.0425,42.5,0.0,800.0,0.9108583331108092,822.3648681640625,0.9108583331108092,22.3648681640625
line-z-15,0.015,15.0,-0.0425,-42.5,0.0,800.0,4.749794483184815,878.167236328125,4.749794483184815,78.167236328125
line-z-15,0.015,15.0,-0.0424837,-42.4837,0.409289,806.699,4.880621746411052,881.6098723130173,4.4713327464110515,74.91087231301731
line-z-15,0.015,15.0,-0.042186,-42.186,7.74667,899.872,7.270025198094562,944.4855000861561,0.47664480190543834,44.61350008615614
line-z-15,0.015,15.0,-0.0421673,-42.1673,7.83043,903.828,7.420115371243671,948.4350272590077,0.4103146287563284,44.60702725900774
line-z-15,0.015,15.0,-0.0418252,-41.8252,8.42858,957.184,8.737532899116,991.1992854377253,0.3089528991159991,34.01528543772531
line-z-15,0.015,15.0,-0.0418041,-41.8041,8.42688,958.999,8.758112606295354,992.584217476156,0.33123260629535345,33.585217476156004
line-z-15,0.015,15.0,-0.0414104,-41.4104,7.4152,981.378,8.762895316269901,1012.1238839384181,1.3476953162699017,30.745883938418046
